slug	task	algo	seed	reference_return	reference_frame	selection_status	run_id	commit	metadata_path	config_path	config_sha256	source_status
flat_anymal_d__fpo	Isaac-Velocity-Flat-Anymal-D-v0	fpo	5	6.230338997	200024064	strict_200m_terminal_best	n2pgv4di	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-Anymal-D-v0/Isaac-Velocity-Flat-Anymal-D-v0-fpo-seed5/wandb/run-20260524_171848-n2pgv4di/files/wandb-metadata.json	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-Anymal-D-v0/Isaac-Velocity-Flat-Anymal-D-v0-fpo-seed5/config.yaml	79af48a156fe5cddf47214154cf9180577148385bb398a6968e0aa71e42c0fa1	recorded_commit_agent_plus_compat_symbol_overlay
flat_anymal_d__fpopp	Isaac-Velocity-Flat-Anymal-D-v0	fpopp	5	23.73118654	200024064	strict_200m_terminal_best	7uswyonh	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-Anymal-D-v0/Isaac-Velocity-Flat-Anymal-D-v0-fpopp-seed5/wandb/run-20260526_031339-7uswyonh/files/wandb-metadata.json	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-Anymal-D-v0/Isaac-Velocity-Flat-Anymal-D-v0-fpopp-seed5/config.yaml	d4b4c1084441784638e4b31c3d5e033de2ac587b1b9ea1f2d07f323ae7f6dac5	recorded_commit_agent_source
flat_anymal_d__genpo	Isaac-Velocity-Flat-Anymal-D-v0	genpo	5	-5.035788666	0	historical_incomplete_fallback	r0b58xm2	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-Anymal-D-v0/Isaac-Velocity-Flat-Anymal-D-v0-genpo-seed5/wandb/run-20260529_134551-r0b58xm2/files/wandb-metadata.json	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-Anymal-D-v0/Isaac-Velocity-Flat-Anymal-D-v0-genpo-seed5/config.yaml	244cb2d7d8466db496f3eed52a4fd73c2d3aa11756d8c98eaaf6a576f4de6351	recorded_commit_agent_source
flat_anymal_d__policyflow	Isaac-Velocity-Flat-Anymal-D-v0	policyflow	0	25.9221535	200024064	strict_200m_terminal_best	arbm8evf	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-Anymal-D-v0/Isaac-Velocity-Flat-Anymal-D-v0-policyflow-seed0/wandb/run-20260608_112830-arbm8evf/files/wandb-metadata.json	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-Anymal-D-v0/Isaac-Velocity-Flat-Anymal-D-v0-policyflow-seed0/config.yaml	714c0f1707c0f60a0052a609852ddf4458156d4a72e9e1eeb9a2ec9ff64520d4	best_available_uncommitted_policyflow_overlay
flat_g1__ppo	Isaac-Velocity-Flat-G1-v0	ppo	5	24.52459167	200024064	strict_200m_terminal_best	hrc2xvol	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/ppo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-ppo-seed5/wandb/run-20260522_013740-hrc2xvol/files/wandb-metadata.json	logs/ppo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-ppo-seed5/config.yaml	1a45ab28c591ab3a23bb3a99bf5355b1727ca88e1c3d78cb1747ead3cea2a9df	recorded_commit_agent_source
flat_g1__dppo	Isaac-Velocity-Flat-G1-v0	dppo	6	-1.806382949	200024064	strict_200m_terminal_best	1kn6xf7m	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/dppo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-dppo-seed6/wandb/run-20260523_112851-1kn6xf7m/files/wandb-metadata.json	logs/dppo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-dppo-seed6/config.yaml	46e8a7b92fb699bca705f20769b7da5ec81fcd6b7e1068c004171e28fce29c8e	recorded_commit_agent_source
flat_g1__fpo	Isaac-Velocity-Flat-G1-v0	fpo	4	25.32593591	200024064	strict_200m_terminal_best	towdixt3	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-fpo-seed4/wandb/run-20260525_041918-towdixt3/files/wandb-metadata.json	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-fpo-seed4/config.yaml	848113490f56e313ddb91a88941f5ee7c1331be63643b8c61b4ea5203006b6d9	recorded_commit_agent_plus_compat_symbol_overlay
flat_g1__fpopp	Isaac-Velocity-Flat-G1-v0	fpopp	8	29.17483005	200024064	strict_200m_terminal_best	rm6ff0x6	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-fpopp-seed8/wandb/run-20260526_181213-rm6ff0x6/files/wandb-metadata.json	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-fpopp-seed8/config.yaml	5dc9b368424804ce03bb1bb15034877216362e65a81b844bc2f5f4d85ca50ce6	recorded_commit_agent_source
flat_g1__genpo	Isaac-Velocity-Flat-G1-v0	genpo	6	-5.327692664	0	historical_incomplete_fallback	6i36t4aq	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-genpo-seed6/wandb/run-20260530_160159-6i36t4aq/files/wandb-metadata.json	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-genpo-seed6/config.yaml	99c0a21b0ccf38f2a97c15262db96504aa6a1becb2cc2151b5d9c7bc39f25747	recorded_commit_agent_source
flat_g1__policyflow	Isaac-Velocity-Flat-G1-v0	policyflow	3	35.23775425	200024064	strict_200m_terminal_best	tw9by8ml	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-policyflow-seed3/wandb/run-20260608_162554-tw9by8ml/files/wandb-metadata.json	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Flat-G1-v0/Isaac-Velocity-Flat-G1-v0-policyflow-seed3/config.yaml	7537a09d0f4ec69483f684ae1ab69d52ce95bca5f048e2e8fd7e8f65eade5d09	best_available_uncommitted_policyflow_overlay
rough_g1__ppo	Isaac-Velocity-Rough-G1-v0	ppo	1	18.0059059	200024064	strict_200m_terminal_best	cvv8qdo3	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/ppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-ppo-seed1/wandb/run-20260522_032724-cvv8qdo3/files/wandb-metadata.json	logs/ppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-ppo-seed1/config.yaml	6fcf9ca73367878da189fba8f7d35a82df23b82878bf2a1a955d2ae6d97e7af4	recorded_commit_agent_source
rough_g1__dppo	Isaac-Velocity-Rough-G1-v0	dppo	8	-4.681049647	200024064	strict_200m_terminal_best	bkmjectp	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/dppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-dppo-seed8/wandb/run-20260523_193936-bkmjectp/files/wandb-metadata.json	logs/dppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-dppo-seed8/config.yaml	79a3f5e7844024e7277a3f8985cb0745f4f973595ce92c81183c4ccec2e0cd88	recorded_commit_agent_source
rough_g1__fpo	Isaac-Velocity-Rough-G1-v0	fpo	7	5.13476138	200024064	strict_200m_terminal_best	e1svprn2	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-fpo-seed7/wandb/run-20260525_091038-e1svprn2/files/wandb-metadata.json	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-fpo-seed7/config.yaml	1fa89747b2cade110229c468f01920c4baa7cf8003056f5dd572706f2a8cdf44	recorded_commit_agent_plus_compat_symbol_overlay
rough_g1__fpopp	Isaac-Velocity-Rough-G1-v0	fpopp	5	12.81743645	200024064	strict_200m_terminal_best	8wbokr5h	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-fpopp-seed5/wandb/run-20260526_211647-8wbokr5h/files/wandb-metadata.json	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-fpopp-seed5/config.yaml	53869dfb46ccbab7b43c8b241d32f2f02c6caaa48a1b0dda6339027c45b24f90	recorded_commit_agent_source
rough_g1__genpo	Isaac-Velocity-Rough-G1-v0	genpo	5	-5.092435408	0	historical_incomplete_fallback	2m4e5xgj	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-genpo-seed5/wandb/run-20260530_162405-2m4e5xgj/files/wandb-metadata.json	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-genpo-seed5/config.yaml	647614c9caa7b63b472be6626d435660963158d4af155978c9180249963bdd6e	recorded_commit_agent_source
rough_g1__policyflow	Isaac-Velocity-Rough-G1-v0	policyflow	6	12.70824728	200024064	strict_200m_terminal_best	hyd2dtrv	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-policyflow-seed6/wandb/run-20260608_121859-hyd2dtrv/files/wandb-metadata.json	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-G1-v0/Isaac-Velocity-Rough-G1-v0-policyflow-seed6/config.yaml	2af73ec05983a84d31baa7f7ca85b0216612030935cad16f2bfd446a2c2bb635	best_available_uncommitted_policyflow_overlay
rough_h1__ppo	Isaac-Velocity-Rough-H1-v0	ppo	3	18.46157395	200024064	strict_200m_terminal_best	fc1tq4y9	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/ppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-ppo-seed3/wandb/run-20260613_102448-fc1tq4y9/files/wandb-metadata.json	logs/ppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-ppo-seed3/config.yaml	93f63c48ef73124fee3e7e3feb6ed9711fdcad303d4d6e48d37b190fcda35cad	recorded_commit_agent_source
rough_h1__dppo	Isaac-Velocity-Rough-H1-v0	dppo	3	-5.038777615	200024064	strict_200m_terminal_best	ocjh3cmd	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/dppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-dppo-seed3/wandb/run-20260613_130401-ocjh3cmd/files/wandb-metadata.json	logs/dppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-dppo-seed3/config.yaml	e792dbf4509c6766350634d2de180a539448e87214586aaf70c7d0ce668becef	recorded_commit_agent_source
rough_h1__fpo	Isaac-Velocity-Rough-H1-v0	fpo	8	4.272199056	200024064	strict_200m_terminal_best	4cannoyh	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-fpo-seed8/wandb/run-20260613_220329-4cannoyh/files/wandb-metadata.json	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-fpo-seed8/config.yaml	38488a34932b53f1e714e3d7d91421af1d12ba9a805811b09fc87f87b605f5b3	recorded_commit_agent_plus_compat_symbol_overlay
rough_h1__fpopp	Isaac-Velocity-Rough-H1-v0	fpopp	3	0.3841393612	200024064	strict_200m_terminal_best	i2qhtogf	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-fpopp-seed3/wandb/run-20260614_004825-i2qhtogf/files/wandb-metadata.json	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-fpopp-seed3/config.yaml	eaf41888169234fa15878997724228e279964762a1d9351d46d0c7ced011342b	recorded_commit_agent_source
rough_h1__genpo	Isaac-Velocity-Rough-H1-v0	genpo	9	13.62780917	200024064	strict_200m_terminal_best	o2efz5pi	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-genpo-seed9/wandb/run-20260615_133526-o2efz5pi/files/wandb-metadata.json	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-genpo-seed9/config.yaml	7c300885c0f68df9729372dea3fe08a86ec51fba2c7aaf978f320875ac183553	recorded_commit_agent_source
rough_h1__policyflow	Isaac-Velocity-Rough-H1-v0	policyflow	1	9.641361943	200024064	strict_200m_terminal_best	ra5kmwy7	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-policyflow-seed1/wandb/run-20260615_174224-ra5kmwy7/files/wandb-metadata.json	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-H1-v0/Isaac-Velocity-Rough-H1-v0-policyflow-seed1/config.yaml	51ce5a718bee97c97deddf70b11c963f9391d982305166da99f0ecd3ade01656	best_available_uncommitted_policyflow_overlay
rough_go2__ppo	Isaac-Velocity-Rough-Unitree-Go2-v0	ppo	3	16.61598272	200024064	strict_200m_terminal_best	ctsptpj8	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/ppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-ppo-seed3/wandb/run-20260609_054602-ctsptpj8/files/wandb-metadata.json	logs/ppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-ppo-seed3/config.yaml	7b0d3dda56fe03d60ddffe8df1a2163553e920df41cd4b76fc4d08f4d0850307	recorded_commit_agent_source
rough_go2__dppo	Isaac-Velocity-Rough-Unitree-Go2-v0	dppo	4	9.32413586	200024064	strict_200m_terminal_best	iuksoxta	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/dppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-dppo-seed4/wandb/run-20260609_175353-iuksoxta/files/wandb-metadata.json	logs/dppo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-dppo-seed4/config.yaml	e748031a2ee347b7cb91a8ba180ffcadafdf0f58e9287197897bb3ebeb9dd210	recorded_commit_agent_source
rough_go2__fpo	Isaac-Velocity-Rough-Unitree-Go2-v0	fpo	4	8.884371182	200024064	strict_200m_terminal_best	i2ztq2qk	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-fpo-seed4/wandb/run-20260609_135938-i2ztq2qk/files/wandb-metadata.json	logs/fpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-fpo-seed4/config.yaml	934d594bfa127db76330e12754ee806df1f4cba37e806bec4eb5d51b60b420ff	recorded_commit_agent_plus_compat_symbol_overlay
rough_go2__fpopp	Isaac-Velocity-Rough-Unitree-Go2-v0	fpopp	2	9.50015672	200024064	strict_200m_terminal_best	a8atc0it	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-fpopp-seed2/wandb/run-20260609_213450-a8atc0it/files/wandb-metadata.json	logs/fpopp/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-fpopp-seed2/config.yaml	58e6538f9c1febc8ea17d450622f4b99c0c807ca0e8d7d60142da742210c51a9	recorded_commit_agent_source
rough_go2__genpo	Isaac-Velocity-Rough-Unitree-Go2-v0	genpo	5	17.57423087	200024064	strict_200m_terminal_best	f9zc76e4	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-genpo-seed5/wandb/run-20260612_022926-f9zc76e4/files/wandb-metadata.json	logs/genpo/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-genpo-seed5/config.yaml	61209218630fa02f98de31ef2a35670ce3edcf382b9509c95c58095d7b1ccf1d	recorded_commit_agent_source
rough_go2__policyflow	Isaac-Velocity-Rough-Unitree-Go2-v0	policyflow	5	12.27284424	200024064	strict_200m_terminal_best	8mdzzfcx	6ca3ecae50d3e0e52cff5fdcef57552c7402d927	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-policyflow-seed5/wandb/run-20260613_025825-8mdzzfcx/files/wandb-metadata.json	logs/policyflow/isaaclab-baseline-final-200m/Isaac-Velocity-Rough-Unitree-Go2-v0/Isaac-Velocity-Rough-Unitree-Go2-v0-policyflow-seed5/config.yaml	5d3fd1505314775d3015589305bd85746e5d72587aa2ddbec13d92ba7bc86bdb	best_available_uncommitted_policyflow_overlay
